"Número de artículo","Descripción del artículo","Grupo de artículos","Unidad de medida de inventario"
"WT/ACTIV-01820","TUBO BRIDADO DE 3""X 150 DE 12FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01821","TUBO BRIDADO DE 3""X 150 DE 20FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01822","TUBO BRIDADO DE 3""X 150 DE 12FT CON CODO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01823","TUBO BRIDADO DE 3""X 150 DE 12FT CON CODO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01824","TUBO BRIDADO DE 3""X 150 DE 12FT A UNION DE GOLPE 206","ACTIVOS WELL TESTING",""
"WT/ACTIV-01825","POINT JOINT BRIDADO3""X150 DE 2FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01826","TUBO BRIDADO DE 3""X 150 DE 20FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01827","TUBO BRIDADO DE 3""X 150 DE 20FT TERMINA EN CODO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01828","COLECTOR 3""X 150 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01829","CONEXIÓN DE 3""X 150 DE 20 FT BRIDADO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01830","TUBO BRIDADO DE 3""X 150 DE 12FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01831","TUBO BRIDADO DE 3""X 150 DE 30FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01832","TUBO BRIDADO DE 3""X 150 DE 15 FT DOBLE CODO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01833","TUBO BRIDADO DE 3""X 150 DE 30FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01834","TUBO BRIDADO 6""X 150 DE 15 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01835","TUBO BRIDADO 6""X 150 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01836","TUBO BRIDADO 6""X 150 DE 10 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01837","CONEXIÓN DE 6""X 150 BRIDADO DE 6FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01838","TUBO BRIDADO 4""X 150 DE 25 FT INCLUYE ""T""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01839","TEE BRIDADA 4"" CON REDUCCION A 3"" A UN EXTREMO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01840","SPOOL BRIDADO DE 4"" DE 2FT CON DOBLE CODO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01841","TUBO BRIDADO 6""X 150 DE 20 FT TERMINACION EN CODO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01842","TUBO BRIDADO 6""X 150 DE 10 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01843","CONEXIÓN BRIDADA DE 6"" CON REDUCCIONES A 3"" Y 3"" EN EXTREMOS","ACTIVOS WELL TESTING",""
"WT/ACTIV-01844","TUBO BRIDADO DE 4""X 150 EN ""L"" DE 25 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01845","TUBO BRIDADO 4""X 150 DE 15 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01846","TUBO DE 4"" FIGURA 206 CODO TERMINA EN FLAUTA 3"" FIGURA 602 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01847","TUBO BRIDADO 4""X 150 DE 12 FT TERMINACION EN CODO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01848","TUBO BRIDADO 4""X 150 EN ""L"" DE 15 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01849","CONEXIÓN 4""X150 BRIDADO CON REDUCCION A 3""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01850","TEE BRIDADA 4"" X 150  DE 2 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01851","CONEXION BRIDADA EN ""T"" DE 4""X150 DE 5FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01852","TUBO BRIDADO 2""X150 EN ""L"" DE 15 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01853","TUBO BRIDADO 2""X150 DE 30 FT TERMINACION ""T"" & CODO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01854","TUBO BRIDADO 2""X150 DE 20 FT TERMINACION ""T""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01855","CONEXIÓN BRIDADA DE 2"" X150 DE 3 FT (5 BRIDAS)","ACTIVOS WELL TESTING",""
"WT/ACTIV-01856","CONEXIÓN BRIDADA DE 2"" X150 DE 4 FT (6 BRIDAS)","ACTIVOS WELL TESTING",""
"WT/ACTIV-01857","SPOOL BRIDADO DE 2""X 150 DE 2FT DOBLE CODO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01858","TUBO BRIDADO DE 2"" X 150 DE 4FT DOBLE CODO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01859","CONEXIÓN BRIDADA DE 2"" X150 DE 5 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01860","BOTELLA DE 6""X150 BRIDADA CON REDUCCION A 3""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01861","CONEXION BRIDADA DE 3"" X 150 CON REDUCCION A 2""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01862","FLAUTA 2""X150 DE 1FT BRIDADA","ACTIVOS WELL TESTING",""
"WT/ACTIV-01863","FLAUTA 2""X150 DE 1FT BRIDADA","ACTIVOS WELL TESTING",""
"WT/ACTIV-01864","CONEXIÓN BRIDADA DE 2""X150 DE 15 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01865","CONEXIÓN BRIDADA DE 2""X150 DE 30 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01866","CONEXIÓN BRIDADA DE 2""X150 DE 30 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01867","TUBO BRIDADO DE 2""X150 DE 15 FT CON TERMINACION EN CODO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01868","TUBO BRIDADO EN ""L"" DE 2 X 150 DE 20 FT TERMINACION EN CODO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01869","CONEXIÓN BRIDAD DE 3"" X150 TERMINACION ""T""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01870","TUBO BRIDADO DE #""X150 DE 30 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01871","CONEXIÓN BRIDADA DE 3""X150 DE 20 FT CON LATERALES A 4FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01872","TUBO BRIDADO 3"" X 300 DE 26 T","ACTIVOS WELL TESTING",""
"WT/ACTIV-01873","TUBO BRIDADO DE 6"" X150 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01874","TUBO BRIDADO DE 6"" X150 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01875","TUBO BRIDADO DE 6"" X150 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01876","TUBO BRIDADO DE 3""X150 DE 2FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01877","CONEXIÓN DE 3""X 150 BRIDADA DE 7FT TERMINACION EN CODO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01878","TUBO BRIDADO DE 3""X150 DE 30 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01879","SPOOL BRIDADO DE 3"" X150 DE 7 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01880","SPOOL BRIDADO DE 3"" X150 DE 7 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01881","SPOOL BRIDADO DE 3"" X150 DE 7 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01882","COLECTOR DE 3""X150 DE 15 FT TERMINACION EN ""T""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01883","COLECTOR BRIDADO DE 6""X150 CON CONEXIÓN LATERAL DE 3""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01884","COLECTOR BRIDADO DE 3""X150 CON DOS ""T"" DE 30 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01885","COLECTOR BRIDADO DE 6""X150 CON CONEXIÓN LATERAL A EXTREMOS DE 15 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01886","TUBO BRIDADO DE 3""X150 DE 30 FT  TERMINACION EN ""T""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01887","TUBO BRIDADO DE 3""X150 DE 30 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01888","SPOOL BRIDADO DE 3""X150 DE 1 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01889","COLECTOR DE 6""X150 BRIDADO CON REDUCCION EXTREMOS A 3"" Y DOS ENTRADAS A TANQUE DE 15 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01890","CONEXIÓN BRIDADA DE 6"" X150 DE 20FT CON ""T"" DE 6"" Y LATERAL DE 3""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01891","COLECTOR BRIDADO DE 6""X150 DE 15 FT CON LATERAL DE 3""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01892","COLECTOR BRIDADO DE 6""X150 DE 15 FT CON LATERAL DE 3""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01893","COLECTOR BRIDADO DE 6""X150 DE 15 FT CON LATERAL DE 3""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01894","COLECTOR BRIDADO DE 6""X150 DE 15 FT CON LATERAL DE 3""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01895","COLECTOR BRIDADO DE 6""X150 DE 15 FT CON LATERAL DE 3""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01896","COLECTOR BRIDADO DE 6""X150 DE 15 FT CON LATERAL DE 3""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01897","COLECTOR BRIDADO DE 3""X150 DE 15 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01898","COLECTOR BRIDADO DE 3""X150 DE 30 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01899","COLECTOR BRIDADO DE 3""X150 DE 15 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01900","COLECTOR BRIDADO DE 3""X150 DE 30 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01901","COLECTOR BRIDADO DE 3""X150 DE 30 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01902","COLECTOR BRIDADO DE 3""X150 DE 30 FT EN ""L""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01903","TEE DE 4""X150 CON REDUCCION DE 3""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01904","COLECTOR BRIDADO DE 4""X150 DE 15 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01905","COLECTOR BRIDADO DE 2""X150 DE 30FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01906","COLECTOR DE 3""X150 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01907","COLECTOR BRIDADO DE 2""X150 DE 30FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01908","COLECTOR DE 4""X150 DE 15FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01909","CONEXIÓN BRIDADA DE 2""X150 Y EXTREMOS DE 4""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01910","TUBO BRIDADO DE 4""X150 DE 12 FT TERMINACION EN CODO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01911","COLECTOR BRIDADO DE 2""X150 DE 15 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01912","COLECTOR BRIDADO DE 4""X150 DE 20FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01913","COLECTOR BRIDADO DE 2""X150 DE 30 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01914","COLECTOR BRIDADO DE 4""X150 DE 20FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01915","COLECTOR BRIDADO DE 4""X 150 DE 15 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01916","COLECTOR BRIDADO DE 2""X150 DE 30 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01917","COLECTOR BRIDADO DE 4""X150 DE 20FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01918","COLECTOR BRIDADO DE 4""X150 DE 20FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01919","COLECTOR BRIDADO DE 2""X150 DE 15 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01920","CONEXIÓN BRIDADA DE 6""X150  DE 20 FT CON TERMINACION EN ""T""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01921","CONEXIÓN BRIDADA DE 6""X150  DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01922","CONEXIÓN BRIDADA DE 6""X150 DE 15 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01923","CONEXIÓN BRIDADA DE 6""X150 DE 15 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01924","TUBO BRIDADO DE 6""X150 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01925","TUBO BRIDADO DE 6""X150 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01926","CONEXIÓN BRIDADA DE 6""X10 DE 10 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01927","TUBO BRIDADO DE 6""X150 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01928","TUBO BRIDADO DE 6""X150 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01929","TUBO BRIDADO DE 6""X150 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01930","TUBO BRIDADO DE 6""X150 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01931","TUBO BRIDADO DE 6""X150 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01932","TUBO BRIDADO DE 6""X150 DE 10 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01933","TUBO BRIDADO DE 6""X150 DE 8 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01934","SPOOL BRIDADO DE 6""X150 DE 7FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01935","CONEXIÓN BRIDADA DE 6""X150 DE 5FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01936","CONEXIÓN BRIDADA DE 6""X150 DE 7 FT CON TERMINACION EN ""L""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01937","CONEXIÓN BRIDADA DE 6"" X 150 DE 6FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01938","CONEXIÓN BRIDADA DE 6""X150 CON REDUCCION A 4""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01939","COLECTOR DE 4""X150 DE 15FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01940","CONEXIÓN BRIDADA DE 4""X150 DE 7FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01941","CONEXIÓN BRIDADA DE 4""X150 DE 7FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01942","CONEXIÓN BRIDADA DE 4""X150 DE 7FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01943","COLECTOR DE 4""X150 DE 20FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01944","COLECTOR DE 4""X150 DE 20FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01945","CONEXIÓN DE 4""X150 DE 5FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01946","CONEXIÓN DE 4"" X150 DE 10FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01947","CONEXIÓN DE 4""X150 DE 12 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01948","CONEXIÓN DE 4""X150 DE 10 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01949","TUBO BRIDADO DE 4""X150 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01950","TUBO BRIDADO DE 4""X150 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01951","TUBO BRIDADO DE 4""X150 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01952","TUBO BRIDADO DE 4""X150 DE 20 FT CON TERMINACION EN CODO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01953","TUBO BRIDADO DE 4""X150 DE 20 FT CON TERMINACION EN CODO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01954","SPOOL BRIDADO DE 4""X150 DE 2 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01955","SPOOL BRIDADO DE 4""X150 DE 3 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01956","TUBO BRIDADO DE 4""X150 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01957","TUBO BRIDADO DE 4""X150 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01958","TUBO BRIDADO DE 4""X150 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01959","TUBO BRIDADO DE 4""X150 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01960","TUBO BRIDADO DE 4""X150 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01961","TUBO BRIDADO DE 4""X150 DE 20 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01962","SPOOL BRIDADO DE 4""X150 DE 5FT CON TERMINACION EN CODO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01963","SPOOL BRIDADO DE 4""X150 DE 5FT CON TERMINACION EN CODO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01964","TUBO BRIDADO DE 4""X150 DE 20 FT TERMINACION CODO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01965","TUBO BRIDADO DE 4""X150 DE 20 FT TERMINACION CODO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01966","TUBO BRIDADO DE 4""X150 DE 25 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01967","TUBO BRIDADO DE 4""X150 DE 25 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01968","TUBO BRIDADODE 4""X150 DE 25 FT TERMINACION EN ""T""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01969","TUBO BRIDADODE 4""X150 DE 25 FT TERMINACION EN ""T""","ACTIVOS WELL TESTING",""
"WT/ACTIV-01970","TUBO BRIDADO DE 4""X150 DE 15 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01971","TUBO BRIDADO DE 4""X150 DE 15 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01972","SPOOL BRIDADO DE 3"" X150 DE 2 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01973","TUBO BRIDADO DE 3""X 150 DE 8FT CON DOBLE CODO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01974","TUBO BRIDADO 4""X 150 DE 10 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01976","TEE DE 4""X150 FLANCHADA DE 1 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01977","TEE DE 4""X150 FLANCHADA DE 1 FT","ACTIVOS WELL TESTING",""
"WT/ACTIV-01978","TABLERO DE DISTRIBUCION","ACTIVOS WELL TESTING",""
"WT/ACTIV-01979","PLUG VALVE SPECIFICASTIONS DE 2"" X 2"" P/N 5552802329A FIG 1502 STANDARD","ACTIVOS WELL TESTING",""
"WT/ACTIV-01980","PLUG VALVE SPECIFICASTIONS DE 2"" X 2"" P/N 5552802329A FIG 1502 STANDARD","ACTIVOS WELL TESTING",""
"WT/ACTIV-01981","PLUG VALVE SPECIFICASTIONS DE 2"" X 2"" P/N 5552802329A FIG 1502 STANDARD","ACTIVOS WELL TESTING",""
"WT/ACTIV-01982","BRIDA 5-1/8 X 10K, INTEGRAL @ 3"" FIG 1502 UNIÓN DE GOLPE ALA","ACTIVOS WELL TESTING",""
"WT/ACTIV-01983","DETECTOR DE TORMENTAS FIJO TIPO SEMAFORO PARA CAMPO ABIERTO","ACTIVOS WELL TESTING",""
"WT/ACTIV-01984","CODOS DE 2"" X 90°.FIG 1502 INTEGRALES","ACTIVOS WELL TESTING",""
"WT/ACTIV-01985","CODOS DE 2"" X 90°.FIG 1502 INTEGRALES","ACTIVOS WELL TESTING",""
"WT/ACTIV-01986","CROSSOVER DE 3"" ALA A 2"" ROSCA, FIGURA 1502","ACTIVOS WELL TESTING",""
"WT/ACTIV-01987","CROSSOVER DE 3"" ROSCA A 2"" ALA, FIGURA 1502","ACTIVOS WELL TESTING",""
"WT/ACTIV-01988","CAMA ALTA DE TRES EJES S64328","VEHICULOS USADOS",""
"WT/ACTIV-02300","SPOOL 3"" ANSI 150 FLANCADO","ACTIVOS USADOS",""
"WT/ACTIV-02301","TEE ANSI 150 3""  FLANCHADO","ACTIVOS USADOS",""
"WT/ACTIV-02302","SEMI CODO FLANCHADO 3"" ANSI 150","ACTIVOS USADOS",""
"WT/ACTIV-02303","SEMI CODO FLANCHADO 3"" ANSI 150","ACTIVOS USADOS",""
"WT/ACTIV-02304","TEE ANSI 150 3""  FLANCHADO","ACTIVOS USADOS",""
"WT/ACTIV-02305","SEMI CODO FLANCHADO 3"" ANSI 150 FLANCHADO","ACTIVOS USADOS",""
"WT/ACTIV-02306","Y DE 2"" FIGURA 206 MACHO, MACHO-HEMBRA","ACTIVOS USADOS",""
"WT/ACTIV-02307","TEE SCH 80 CON FLANGE 3"" ANSI 300","ACTIVOS USADOS",""
"WT/ACTIV-02817","PATIN PARA NAFTA","ACTIVOS WELL TESTING",""
"WT/ACTIV-02822","TURBINA DE 4"" (FLOW METER)","ACTIVOS WELL TESTING",""
"WT/ACTIV-02823","DISPLAY   PARA TURBINA","ACTIVOS WELL TESTING",""
"WT/ACTIV-02824","CAMA ALTA DE TRES EJES S82443 ( # 2 )","ACTIVOS USADOS",""
"WT/ACTIV-02825","COMPUTADOR DE FLUJO CAMERON SCANEER 2000 S/N-230824","ACTIVOS WELL TESTING",""
"WT/ACTIV-02826","KARL FISCHER ( % DE AGUA CRUDO 02/2024)","ACTIVOS WELL TESTING",""
"WT/ACTIV-02827","BOMBA WILDEN 2"" X 2""  CON CARCASA DE ALUMINIO","ACTIVOS WELL TESTING",""
"WT/ACTIV-02828","MEDIDOR DE TEMPERATURA DIGITAL TP7-75","ACTIVOS WELL TESTING",""
"WT/ACTIV-02829","GENERADOR ELECTRICO DE 280 KW / 350 KVA S/N-2408169055F","ACTIVOS WELL TESTING",""
"WT/ACTIV-02830","TABLERO DE TRANSFERENCIA","ACTIVOS WELL TESTING",""
"WT/ACTIV-02831","TABLERO DE TRANSFERENCIA","ACTIVOS WELL TESTING",""
"WT/ACTIV-02832","VALVULA PRESION Y VACIO 3"" X 4""   150  PSI","ACTIVOS WELL TESTING",""
"WT/ACTIV-02833","VALVULA PRESION Y VACIO 3"" X 4""   150  PSI","ACTIVOS WELL TESTING",""
"WT/ACTIV-02834","VALVULA PRESION Y VACIO 3"" X 4""   150  PSI","ACTIVOS WELL TESTING",""
"WT/ACTIV-02835","VALVULA PRESION Y VACIO 3"" X 4""   150  PSI","ACTIVOS WELL TESTING",""
"WT/ACTIV-02836","VALVULA PRESION Y VACIO 3"" X 4""   150  PSI","ACTIVOS WELL TESTING",""
"WT/ACTIV-02837","VALVULA PRESION Y VACIO 3"" X 4""   150  PSI","ACTIVOS WELL TESTING",""
"WT/ACTIV-02838","VALVULA PRESION Y VACIO 3"" X 4""   150  PSI","ACTIVOS WELL TESTING",""
"WT/ACTIV-02839","VALVULA PRESION Y VACIO 3"" X 4""   150  PSI","ACTIVOS WELL TESTING",""
"WT/ACTIV-02840","VALVULA PRESION Y VACIO 3"" X 4""   150  PSI","ACTIVOS WELL TESTING",""
"WT/ACTIV-02841","VALVULA PRESION Y VACIO 3"" X 4""   150  PSI","ACTIVOS WELL TESTING",""
"WT/ACTIV-02842","VALVULA PRESION Y VACIO 3"" X 4""   150  PSI","ACTIVOS WELL TESTING",""
"WT/ACTIV-02843","VALVULA PRESION Y VACIO 3"" X 4""   150  PSI","ACTIVOS WELL TESTING",""
"WT/ACTIV-02844","VALVULA PRESION Y VACIO 3"" X 4""   150  PSI","ACTIVOS WELL TESTING",""
"WT/ACTIV-02845","TANQUE HORIZONTAL DE 500 BBL CON COILED DE CALENTAMIENTO","ACTIVOS WELL TESTING",""
"WT/ACTIV-02846","TANQUE HORIZONTAL DE 500 BBL CON COILED DE CALENTAMIENTO","ACTIVOS WELL TESTING",""
"WT/ACTIV-02847","TANQUE HORIZONTAL DE 500 BBL CON COILED DE CALENTAMIENTO","ACTIVOS WELL TESTING",""
"WT/ACTIV-02848","TANQUE HORIZONTAL DE 500 BBL","ACTIVOS WELL TESTING",""
"WT/ACTIV-02849","TANQUE HORIZONTAL DE 500 BBL","ACTIVOS WELL TESTING",""
"WT/ACTIV-02850","TANQUE HORIZONTAL DE 500 BBL","ACTIVOS WELL TESTING",""
"WT/ACTIV-02851","TABLERO DE TRANSFERENCIA","ACTIVOS WELL TESTING",""
"WT/ACTIV-02852","TABLERO DE TRANSFERENCIA","ACTIVOS WELL TESTING",""
"WT/ACTIV-02853","VALVULA PRESION Y VACIO 4"" X 4""   150  PSI","ACTIVOS WELL TESTING",""
"WT/ACTIV-02854","VALVULA PRESION Y VACIO 4"" X 4""   150  PSI","ACTIVOS WELL TESTING",""
"WT/ACTIV-02855","VALVULA PRESION Y VACIO 4"" X 4""   150  PSI","ACTIVOS WELL TESTING",""
"WT/ACTIV-02856","VALVULA PRESION Y VACIO 4"" X 4""   150  PSI","ACTIVOS WELL TESTING",""
"WT/ACTIV-02857","VALVULA PRESION Y VACIO 4"" X 4""   150  PSI","ACTIVOS WELL TESTING",""
"WT/ACTIV-02858","VALVULA PRESION Y VACIO 4"" X 4""   150  PSI","ACTIVOS WELL TESTING",""
"WT/ACTIV-02859","VALVULA PRESION Y VACIO 4"" X 4""   150  PSI","ACTIVOS WELL TESTING",""
"WT/ACTIV-02860","CODOS RÍGIDO INTEGRAL 2"" FIG 1502 (90°)","ACTIVOS WELL TESTING",""
"WT/ACTIV-02861","CODOS RÍGIDO INTEGRAL 2"" FIG 1502 (90°)","ACTIVOS WELL TESTING",""
"WT/ACTIV-02862","CODOS RÍGIDO INTEGRAL 2"" FIG 1502 (90°)","ACTIVOS WELL TESTING",""
"WT/ACTIV-02863","CODOS RÍGIDO INTEGRAL 2"" FIG 1502 (90°)","ACTIVOS WELL TESTING",""
"WT/ACTIV-02864","CODOS RÍGIDO INTEGRAL 2"" FIG 1502 (90°)","ACTIVOS WELL TESTING",""
"WT/ACTIV-02865","CODOS RÍGIDO INTEGRAL 2"" FIG 1502 (90°)","ACTIVOS WELL TESTING",""
"WT/ACTIV-02866","BATERIA SANITARIA CON REMOLQUE","ACTIVOS WELL TESTING",""
"WT/ACTIV-02867","MEZCLADOR DE DILUYENTE ESTATICO","ACTIVOS WELL TESTING",""
"WT/ACTIV-02868","IMPRESORA METTLER TOLEDO P25 , IMPRESORA METTLER TOLEDO P25,","ACTIVOS WELL TESTING",""
"WT/ACTIV-02869","CROSSOVER DE 8” CON REDUCCIÓN DE 8 A 3 CON BRIDA DE GOLPE CON ALA","ACTIVOS WELL TESTING",""
"WT/ACTIV-02870","TABLERO DE TRANSFERENCIA","ACTIVOS WELL TESTING",""
"WT/ACTIV-02871","VISCOSIMETRO FIRST PLUS CON SET DE AGUJAS R-2 A R-7","ACTIVOS WELL TESTING",""
"WT/ACTIV-02872","TANQUE DIARIO PARA ACPM DE 100 GALONES CON SKIT","ACTIVOS WELL TESTING",""
"WT/ACTIV-02873","TANQUE DIARIO PARA ACPM DE 100 GALONES CON SKIT","*",""
"WT/ACTIV-02874","DETECTOR DE TORMENTAS  ( WT  )","ACTIVOS WELL TESTING",""
